0        | 11000      | 159240     | 6684       | 369632     | 434152     | 3194       | 3624515    | 8095       | 6533       | 8424       | 5823       | 7398       | 4633       | 6761236824 | 1042138325 | 285513920  | 6747       | 	type = INSERT
0        | 11001      | 27473      | 6659       | 364230     | 172422     | 2976       | 3464525    | 8066       | 6524       | 8423       | 6157       | 7410       | 6137       | 6800816966 | 1083705948 | 528485570  | 6745       | 	type = INSERT
0        | 11002      | 79614      | 6614       | 35961      | 133917     | 3038       | 3429943    | 8091       | 6521       | 8425       | 6176       | 7463       | 6807       | 6761227688 | 1041342728 | 283653855  | 6743       | 	type = INSERT
0        | 11003      | 159305     | 6649       | 314839     | 244622     | 2920       | 3556868    | 8064       | 6527       | 8427       | 5926       | 7414       | 4761       | 6761275549 | 1041277907 | 285026692  | 6748       | 	type = INSERT
0        | 11004      | 84088      | 6647       | 27014      | 169377     | 3298       | 3416719    | 8080       | 6525       | 8429       | 6190       | 7448       | 6181       | 6764758418 | 1041264464 | 727713817  | 6742       | 	type = INSERT
0        | 11005      | 264844     | 6628       | 445294     | 176143     | 3181       | 3922278    | 8068       | 6527       | 8423       | 6085       | 7394       | 5339       | 6761278342 | 1132753481 | 291860331  | 6742       | 	type = INSERT
0        | 11006      | 372422     | 6627       | 238472     | 145151     | 3185       | 3461091    | 8068       | 6536       | 8423       | 6172       | 7456       | 5409       | 6761277513 | 1041254049 | 281078857  | 6742       | 	type = INSERT
0        | 11007      | 361789     | 6617       | 386751     | 166252     | 3063       | 3414719    | 8077       | 6514       | 8427       | 6104       | 7441       | 4861       | 6761247634 | 1041239765 | 394271768  | 6744       | 	type = INSERT
0        | 11008      | 422967     | 6689       | 229425     | 167428     | 3148       | 3423055    | 8099       | 6515       | 8424       | 6235       | 7403       | 6082       | 6763205172 | 1041285738 | 281027929  | 6747       | 	type = INSERT
0        | 11009      | 383360     | 6684       | 374895     | 399155     | 3124       | 3447808    | 8080       | 6534       | 8426       | 5473       | 7448       | 4201       | 6761251861 | 1106796135 | 281045903  | 6745       | 	type = INSERT
0        | 11010      | 406968     | 6691       | 429549     | 132830     | 2956       | 3417100    | 8094       | 6524       | 8427       | 6052       | 7460       | 5099       | 6761463423 | 1041273539 | 281049726  | 6745       | 	type = INSERT
0        | 11011      | 162979     | 6653       | 260284     | 184743     | 3136       | 3432629    | 8096       | 6529       | 8423       | 5918       | 7379       | 3637       | 6765092532 | 1041284523 | 296513659  | 6746       | 	type = INSERT
0        | 11012      | 271226     | 6645       | 134406     | 178516     | 3300       | 3446108    | 8071       | 6525       | 8425       | 6061       | 7441       | 3619       | 10133459594 | 1047594322 | 281120200  | 6748       | 	type = INSERT
0        | 11013      | 218377     | 6657       | 456720     | 154922     | 3262       | 3509504    | 8086       | 6526       | 8423       | 5870       | 7446       | 6428       | 6788837676 | 1042800029 | 618664047  | 6742       | 	type = INSERT
2194     | 11002      | 79614      | 6614       | 35961      | 133917     | 3038       | 3429943    | 8091       | 6521       | 8425       | 6176       | 7463       | 6807       | 6761227688 | 1041342728 | 283653855  | 6743       | 	type = DELETE
2194     | 11002      | 351961     | 6648       | 380453     | 143592     | 3011       | 3409648    | 8078       | 6534       | 8429       | 5354       | 7429       | 6047       | 6769114938 | 1041286150 | 306617953  | 6742       | 	type = INSERT
4544     | 11000      | 159240     | 6684       | 369632     | 434152     | 3194       | 3624515    | 8095       | 6533       | 8424       | 5823       | 7398       | 4633       | 6761236824 | 1042138325 | 285513920  | 6747       | 	type = DELETE
4544     | 11000      | 253609     | 6664       | 398456     | 131391     | 3312       | 3525574    | 8079       | 6517       | 8423       | 6134       | 7419       | 3599       | 7198508083 | 1041435597 | 643864891  | 6743       | 	type = INSERT
5344     | 11008      | 422967     | 6689       | 229425     | 167428     | 3148       | 3423055    | 8099       | 6515       | 8424       | 6235       | 7403       | 6082       | 6763205172 | 1041285738 | 281027929  | 6747       | 	type = DELETE
5344     | 11008      | 154101     | 6623       | 236783     | 149517     | 3041       | 3452492    | 8082       | 6531       | 8423       | 5847       | 7410       | 5730       | 6772016179 | 1043780261 | 337661924  | 6742       | 	type = INSERT
5556     | 11003      | 159305     | 6649       | 314839     | 244622     | 2920       | 3556868    | 8064       | 6527       | 8427       | 5926       | 7414       | 4761       | 6761275549 | 1041277907 | 285026692  | 6748       | 	type = DELETE
5556     | 11003      | 148343     | 6619       | 120675     | 166833     | 3306       | 3465310    | 8094       | 6527       | 8424       | 6225       | 7440       | 6073       | 6761253253 | 1041249022 | 281116532  | 6742       | 	type = INSERT
