0        | 7          | 35257      | 2958       | 7571713    | 9799       | 21134      | 9746       | 66064226   | 2708       | 259848601758 | 6518012733 | 1090       | 762        | 109253258452 | 6698       | 4601       | 1257658    | 13563812   | 50835      | 1355       | 2400       | 7407       | 4399392    | 39145477902 | 26282      | 66063      | 7882       | 82945      | 9970       | 955        | 12854872202 | 37308      | 993605     | 12185027   | 55098      | 8616       | 40975      | 29716      | 61915      | 2935022422 | 2263       | 1982215    | 1814085783 | 18300      | 	type = INSERT
0        | 8          | 21047      | 4318       | 7553767    | 9797       | 77701      | 19451      | 68469729   | 2688       | 259845524422 | 6534211232 | 1090       | 862        | 109253255430 | 6697       | 55108      | 1285401    | 14495464   | 57715      | 1298       | 2391       | 7432       | 4518942    | 39057360437 | 40184      | 106164     | 35854      | 55279      | 9958       | 988        | 12851361690 | 5197       | 878718     | 11246975   | 28813      | 7589       | 17305      | 22834      | 53386      | 2675967254 | 2315       | 1709739    | 1814087066 | 22035      | 	type = INSERT
0        | 9          | 10785      | 1160       | 7676853    | 9888       | 111708     | 12696      | 73973168   | 2737       | 259845585521 | 6518965766 | 1090       | 777        | 109254744836 | 6698       | 43159      | 1398651    | 13537701   | 1235       | 838        | 2395       | 7464       | 4411758    | 39089688808 | 40823      | 85214      | 36160      | 120553     | 10013      | 967        | 12851373759 | 29341      | 965481     | 11201756   | 215089     | 10776      | 7562       | 56317      | 11665      | 2677576675 | 2315       | 1710497    | 2055267147 | 9531       | 	type = INSERT
0        | 10         | 38755      | 2930       | 7570360    | 9768       | 12394      | 15357      | 65718311   | 2718       | 259928904087 | 6517980086 | 1090       | 706        | 109253349266 | 6694       | 26571      | 1259336    | 13510720   | 13925      | 731        | 2388       | 7433       | 4458671    | 40676410114 | 46426      | 106812     | 90280      | 124301     | 10009      | 948        | 12851381723 | 42013      | 941555     | 11197074   | 154849     | 10396      | 43844      | 41073      | 11435      | 2675979019 | 2334       | 1757356    | 1814373414 | 14944      | 	type = INSERT
0        | 11         | 18347      | 3202       | 7595067    | 9744       | 165879     | 19162      | 68949501   | 2666       | 259845584434 | 6518261770 | 1090       | 677        | 109253258150 | 6694       | 29086      | 1288135    | 13514212   | 59517      | 967        | 2391       | 7426       | 4477716    | 39058686793 | 34677      | 119233     | 33782      | 36166      | 9994       | 957        | 12851477420 | 28937      | 871534     | 12335726   | 114362     | 10942      | 26652      | 6414       | 8184       | 2676118884 | 2313       | 1894454    | 1814190611 | 16799      | 	type = INSERT
0        | 12         | 30972      | 5891       | 7907373    | 9817       | 61845      | 22460      | 65757427   | 2698       | 259845773670 | 6518054866 | 1090       | 836        | 109253316174 | 6696       | 6069       | 1282987    | 13548000   | 22843      | 674        | 2392       | 7457       | 4459218    | 39071525850 | 23607      | 128276     | 61671      | 114364     | 9878       | 989        | 13064748646 | 69122      | 877830     | 11192066   | 71562      | 8706       | 23651      | 2195       | 23285      | 2676010646 | 2298       | 1731389    | 1814069598 | 15167      | 	type = INSERT
0        | 13         | 37350      | 4024       | 7596963    | 9785       | 21773      | 11121      | 65812185   | 2734       | 259845575556 | 6517954764 | 1090       | 800        | 109256380801 | 6696       | 10978      | 1268011    | 13634711   | 4528       | 865        | 2403       | 7438       | 4448715    | 40076590005 | 51996      | 85023      | 37027      | 69935      | 9950       | 949        | 12851380899 | 56937      | 860083     | 12521008   | 194988     | 7421       | 22669      | 41117      | 41948      | 2679018911 | 2299       | 2285909    | 1814348756 | 20609      | 	type = INSERT
0        | 14         | 25887      | 1397       | 7742615    | 9806       | 140131     | 10092      | 65705536   | 2718       | 259845543375 | 6518699553 | 1090       | 772        | 109253236659 | 6692       | 58303      | 1285743    | 15217359   | 19556      | 669        | 2402       | 7461       | 4416449    | 39992734242 | 37960      | 102682     | 46971      | 65020      | 9961       | 984        | 13430190888 | 70017      | 946995     | 11180417   | 141340     | 9083       | 41256      | 40082      | 56764      | 2676154198 | 2295       | 3330002    | 1864689451 | 10391      | 	type = INSERT
0        | 15         | 29840      | 4337       | 7577185    | 9894       | 205942     | 19792      | 65728614   | 2655       | 259845755856 | 6533366310 | 1090       | 810        | 109253274404 | 6694       | 30283      | 1303692    | 13520143   | 949        | 1058       | 2397       | 7465       | 5313521    | 39057415392 | 47146      | 76149      | 46387      | 70185      | 10006      | 938        | 12856629306 | 18564      | 861106     | 11154849   | 191402     | 10232      | 59212      | 17443      | 12056      | 2676003965 | 2336       | 2133061    | 1814036794 | 12251      | 	type = INSERT
0        | 16         | 23510      | 4078       | 7583076    | 9776       | 92302      | 22898      | 65670442   | 2679       | 259845557045 | 6518201438 | 1090       | 679        | 109253284624 | 6692       | 38165      | 1246861    | 13535118   | 58070      | 1247       | 2404       | 7410       | 4419970    | 39057421305 | 42336      | 85739      | 65010      | 140672     | 9986       | 973        | 12851388224 | 34098      | 975940     | 13427803   | 198719     | 11064      | 22362      | 23721      | 51082      | 2675999036 | 2334       | 1751083    | 1814057778 | 15197      | 	type = INSERT
