0        | 7          | 197979115  | 35178186452 | 7986       | 1113       | 2902       | 3713       | 18882      | 19419982   | 372996     | 84238      | 13260216   | 20584      | 6186       | 	type = INSERT
0        | 24         | 195091723  | 35165282926 | 3816       | 1116       | 2851       | 3713       | 18543      | 23978399   | 350906     | 314310     | 12805174   | 19304      | 6199       | 	type = INSERT
0        | 56         | 269547919  | 38486942083 | 7999       | 1115       | 2916       | 3713       | 18377      | 20708391   | 380543     | 21529      | 12812489   | 9210       | 6194       | 	type = INSERT
0        | 70         | 217512202  | 35165149686 | 12342      | 1115       | 2817       | 3712       | 16766      | 19315090   | 354187     | 7759       | 12797146   | 18176      | 6185       | 	type = INSERT
0        | 98         | 195062404  | 35165346840 | 5424       | 1116       | 2901       | 3713       | 20272      | 19784833   | 354523     | 166446     | 13025979   | 5408       | 6198       | 	type = INSERT
0        | 130        | 195045052  | 35165045530 | 13248      | 1115       | 2927       | 3713       | 11575      | 19419042   | 334532     | 323477     | 13294900   | 7132       | 6197       | 	type = INSERT
0        | 131        | 195087830  | 35181211430 | 14587      | 1116       | 2830       | 3713       | 16765      | 19279238   | 363247     | 408299     | 18824886   | 19281      | 6189       | 	type = INSERT
0        | 189        | 306770472  | 35165937978 | 13646      | 1116       | 2852       | 3713       | 19320      | 19365954   | 343525     | 356206     | 12816211   | 17048      | 6188       | 	type = INSERT
0        | 213        | 195056378  | 35208833349 | 9068       | 1116       | 2868       | 3713       | 20384      | 19275687   | 388156     | 310106     | 12793469   | 7991       | 6198       | 	type = INSERT
0        | 252        | 195070104  | 35166112468 | 4109       | 1116       | 2834       | 3713       | 9876       | 19290380   | 414717     | 287056     | 12806702   | 7345       | 6199       | 	type = INSERT
0        | 314        | 195040950  | 35165091498 | 9362       | 1113       | 2928       | 3712       | 18726      | 19293342   | 338889     | 32515      | 12795600   | 11046      | 6188       | 	type = INSERT
0        | 332        | 195064155  | 35167631001 | 8360       | 1115       | 2926       | 3712       | 13346      | 22192920   | 333385     | 143133     | 13880546   | 6121       | 6193       | 	type = INSERT
0        | 360        | 195090859  | 35483812141 | 1852       | 1116       | 2873       | 3713       | 10221      | 19300866   | 356399     | 194575     | 13270086   | 18661      | 6189       | 	type = INSERT
0        | 386        | 221736743  | 35165075028 | 4727       | 1116       | 2820       | 3713       | 19761      | 19312929   | 401553     | 188076     | 12831028   | 15612      | 6200       | 	type = INSERT
0        | 446        | 198417212  | 35171552865 | 13832      | 1115       | 2828       | 3713       | 12504      | 19327205   | 356570     | 468486     | 12954332   | 8717       | 6192       | 	type = INSERT
0        | 475        | 195082944  | 35165076843 | 12744      | 1116       | 2908       | 3712       | 18197      | 20197999   | 330293     | 473454     | 15907929   | 8507       | 6193       | 	type = INSERT
0        | 527        | 195075078  | 35412518648 | 3749       | 1113       | 2870       | 3712       | 20558      | 19279990   | 336074     | 403916     | 12786840   | 19699      | 6199       | 	type = INSERT
0        | 578        | 195353823  | 36683429863 | 2726       | 1115       | 2888       | 3713       | 20932      | 19307644   | 338991     | 374272     | 12897915   | 13676      | 6194       | 	type = INSERT
0        | 582        | 195105071  | 35293557975 | 4811       | 1116       | 2892       | 3712       | 20645      | 24242328   | 354258     | 428667     | 12798661   | 15981      | 6191       | 	type = INSERT
0        | 597        | 195166807  | 35169963745 | 12486      | 1115       | 2930       | 3713       | 14023      | 19291430   | 360878     | 370326     | 12788211   | 15475      | 6199       | 	type = INSERT
0        | 639        | 195053243  | 37245468942 | 2561       | 1115       | 2879       | 3712       | 19096      | 19804627   | 339694     | 151167     | 12794500   | 7201       | 6190       | 	type = INSERT
0        | 691        | 195057162  | 68987959082 | 10906      | 1114       | 2845       | 3713       | 18409      | 19405552   | 350733     | 474358     | 14885892   | 18091      | 6192       | 	type = INSERT
0        | 717        | 195040727  | 35170797083 | 12618      | 1115       | 2896       | 3713       | 12313      | 19845093   | 377552     | 249320     | 12799100   | 7185       | 6194       | 	type = INSERT
0        | 728        | 195044044  | 35236399543 | 13695      | 1116       | 2818       | 3713       | 16758      | 19276142   | 360343     | 138790     | 12780600   | 11771      | 6195       | 	type = INSERT
0        | 759        | 210244417  | 35165622990 | 9187       | 1116       | 2868       | 3713       | 12078      | 19739179   | 350493     | 224534     | 12803134   | 6349       | 6192       | 	type = INSERT
0        | 770        | 198842019  | 36851214781 | 8537       | 1113       | 2852       | 3712       | 19372      | 19308543   | 366701     | 464559     | 12994346   | 8143       | 6191       | 	type = INSERT
0        | 774        | 195070427  | 35461849262 | 12180      | 1115       | 2907       | 3713       | 10674      | 21662933   | 382499     | 43064      | 13196481   | 21591      | 6197       | 	type = INSERT
0        | 800        | 227072065  | 35165097785 | 4212       | 1116       | 2903       | 3713       | 12296      | 19282556   | 331584     | 339299     | 14760346   | 9945       | 6187       | 	type = INSERT
0        | 841        | 198906644  | 35165082661 | 3179       | 1115       | 2899       | 3713       | 18557      | 19356596   | 340057     | 345780     | 12793498   | 8416       | 6190       | 	type = INSERT
0        | 879        | 195070261  | 35171252731 | 7191       | 1113       | 2910       | 3712       | 13777      | 19636846   | 457853     | 74669      | 12803308   | 5990       | 6198       | 	type = INSERT
0        | 925        | 195052034  | 35165497105 | 2728       | 1114       | 2819       | 3712       | 21091      | 24172043   | 347765     | 228783     | 13564488   | 10080      | 6197       | 	type = INSERT
0        | 955        | 203974816  | 35167705790 | 6326       | 1116       | 2878       | 3713       | 17727      | 19278906   | 457917     | 25726      | 12879061   | 17964      | 6200       | 	type = INSERT
0        | 961        | 202166279  | 35766991646 | 9835       | 1115       | 2871       | 3712       | 9935       | 19303111   | 381522     | 118799     | 12860740   | 7077       | 6191       | 	type = INSERT
0        | 982        | 195079473  | 35165105701 | 9665       | 1113       | 2894       | 3713       | 14424      | 19300462   | 348337     | 434488     | 12805519   | 5063       | 6195       | 	type = INSERT
0        | 1028       | 195168694  | 35165207950 | 14462      | 1115       | 2894       | 3712       | 15658      | 19299330   | 329979     | 425500     | 19034985   | 8872       | 6199       | 	type = INSERT
0        | 1059       | 195076191  | 35165099484 | 4272       | 1116       | 2845       | 3713       | 12296      | 19427523   | 347831     | 176953     | 12814429   | 12821      | 6187       | 	type = INSERT
0        | 1066       | 195330772  | 35188741984 | 6966       | 1115       | 2830       | 3713       | 17855      | 19487511   | 353997     | 159491     | 12824346   | 7828       | 6187       | 	type = INSERT
0        | 1091       | 195929024  | 35180067943 | 11294      | 1115       | 2817       | 3713       | 10184      | 19270525   | 369518     | 162941     | 12841332   | 15334      | 6196       | 	type = INSERT
0        | 1131       | 349184548  | 35483862670 | 7536       | 1115       | 2885       | 3712       | 17942      | 19473877   | 334079     | 260036     | 12828217   | 8509       | 6197       | 	type = INSERT
0        | 1181       | 200462082  | 35165104465 | 8312       | 1115       | 2849       | 3713       | 10813      | 19280255   | 351033     | 287048     | 12809613   | 11651      | 6189       | 	type = INSERT
0        | 1193       | 210747833  | 35192224468 | 3088       | 1113       | 2848       | 3713       | 14719      | 19271024   | 391932     | 159006     | 12814239   | 16513      | 6185       | 	type = INSERT
0        | 1242       | 195078779  | 43268459411 | 9709       | 1116       | 2879       | 3712       | 16571      | 19327480   | 342308     | 409990     | 12833449   | 12592      | 6197       | 	type = INSERT
0        | 1260       | 195547208  | 35166946026 | 14901      | 1116       | 2817       | 3712       | 12712      | 19304546   | 373869     | 281299     | 12828892   | 16602      | 6187       | 	type = INSERT
0        | 1315       | 195045437  | 35165050110 | 10149      | 1116       | 2883       | 3712       | 16218      | 19289844   | 336624     | 369382     | 12814075   | 6437       | 6187       | 	type = INSERT
0        | 1322       | 195234677  | 35209006970 | 5522       | 1113       | 2815       | 3713       | 15253      | 19283986   | 353602     | 400123     | 13401352   | 10362      | 6196       | 	type = INSERT
0        | 1371       | 257445821  | 57042571269 | 12252      | 1114       | 2836       | 3712       | 16947      | 19444209   | 353915     | 225931     | 12802337   | 5764       | 6197       | 	type = INSERT
0        | 1413       | 195061490  | 35165057746 | 12421      | 1116       | 2869       | 3712       | 10690      | 19307011   | 370176     | 155153     | 12787798   | 11986      | 6196       | 	type = INSERT
0        | 1432       | 227109709  | 35165064943 | 6562       | 1114       | 2819       | 3713       | 12928      | 19683084   | 380567     | 106615     | 15146828   | 7433       | 6188       | 	type = INSERT
